stage,cohort,scheme,fold,seed,model,ecg_id,n_features,n_missing
stage1,all300,exploratory,5,7002,B,21285,52,0
stage1,all300,exploratory,5,7002,B,21315,52,0
stage1,all300,exploratory,5,7002,C,1154,92,0
stage1,all300,exploratory,5,7002,C,1691,92,0
stage1,all300,exploratory,5,7002,C,1702,92,0
stage1,all300,exploratory,5,7002,C,2533,92,0
stage1,all300,exploratory,5,7002,C,2647,92,0
stage1,all300,exploratory,5,7002,C,3229,92,0
stage1,all300,exploratory,5,7002,C,3753,92,0
stage1,all300,exploratory,5,7002,C,4406,92,0
stage1,all300,exploratory,5,7002,C,4802,92,92
stage1,all300,exploratory,5,7002,C,4918,92,0
stage1,all300,exploratory,5,7002,C,5534,92,0
stage1,all300,exploratory,5,7002,C,6278,92,0
stage1,all300,exploratory,5,7002,C,6534,92,0
stage1,all300,exploratory,5,7002,C,8314,92,0
stage1,all300,exploratory,5,7002,C,8315,92,92
stage1,all300,exploratory,5,7002,C,8526,92,0
stage1,all300,exploratory,5,7002,C,8940,92,0
stage1,all300,exploratory,5,7002,C,9568,92,0
stage1,all300,exploratory,5,7002,C,9605,92,0
stage1,all300,exploratory,5,7002,C,10239,92,0
stage1,all300,exploratory,5,7002,C,10989,92,0
stage1,all300,exploratory,5,7002,C,10992,92,0
stage1,all300,exploratory,5,7002,C,11518,92,0
stage1,all300,exploratory,5,7002,C,11920,92,0
stage1,all300,exploratory,5,7002,C,12954,92,0
stage1,all300,exploratory,5,7002,C,12970,92,0
stage1,all300,exploratory,5,7002,C,14351,92,0
stage1,all300,exploratory,5,7002,C,14717,92,0
stage1,all300,exploratory,5,7002,C,15174,92,0
stage1,all300,exploratory,5,7002,C,15974,92,0
stage1,all300,exploratory,5,7002,C,17554,92,0
stage1,all300,exploratory,5,7002,C,17896,92,0
stage1,all300,exploratory,5,7002,C,19635,92,0
stage1,all300,exploratory,5,7002,C,20538,92,0
stage1,all300,exploratory,5,7002,C,20601,92,0
stage1,all300,exploratory,5,7002,C,21238,92,0
stage1,all300,exploratory,5,7002,C,21285,92,0
stage1,all300,exploratory,5,7002,C,21315,92,0
stage1,all300,exploratory,5,7003,A,1154,24,0
stage1,all300,exploratory,5,7003,A,1691,24,0
stage1,all300,exploratory,5,7003,A,1702,24,0
stage1,all300,exploratory,5,7003,A,2533,24,0
stage1,all300,exploratory,5,7003,A,2647,24,0
stage1,all300,exploratory,5,7003,A,3229,24,0
stage1,all300,exploratory,5,7003,A,3753,24,0
stage1,all300,exploratory,5,7003,A,4406,24,0
stage1,all300,exploratory,5,7003,A,4802,24,24
stage1,all300,exploratory,5,7003,A,4918,24,0
stage1,all300,exploratory,5,7003,A,5534,24,0
stage1,all300,exploratory,5,7003,A,6278,24,0
stage1,all300,exploratory,5,7003,A,6534,24,0
stage1,all300,exploratory,5,7003,A,8314,24,0
stage1,all300,exploratory,5,7003,A,8315,24,24
stage1,all300,exploratory,5,7003,A,8526,24,0
stage1,all300,exploratory,5,7003,A,8940,24,0
stage1,all300,exploratory,5,7003,A,9568,24,0
stage1,all300,exploratory,5,7003,A,9605,24,0
stage1,all300,exploratory,5,7003,A,10239,24,0
stage1,all300,exploratory,5,7003,A,10989,24,0
stage1,all300,exploratory,5,7003,A,10992,24,0
stage1,all300,exploratory,5,7003,A,11518,24,0
stage1,all300,exploratory,5,7003,A,11920,24,0
stage1,all300,exploratory,5,7003,A,12954,24,0
stage1,all300,exploratory,5,7003,A,12970,24,0
stage1,all300,exploratory,5,7003,A,14351,24,0
stage1,all300,exploratory,5,7003,A,14717,24,0
stage1,all300,exploratory,5,7003,A,15174,24,0
stage1,all300,exploratory,5,7003,A,15974,24,0
stage1,all300,exploratory,5,7003,A,17554,24,0
stage1,all300,exploratory,5,7003,A,17896,24,0
stage1,all300,exploratory,5,7003,A,19635,24,0
stage1,all300,exploratory,5,7003,A,20538,24,0
stage1,all300,exploratory,5,7003,A,20601,24,0
stage1,all300,exploratory,5,7003,A,21238,24,0
stage1,all300,exploratory,5,7003,A,21285,24,0
stage1,all300,exploratory,5,7003,A,21315,24,0
stage1,all300,exploratory,5,7003,B,1154,52,0
stage1,all300,exploratory,5,7003,B,1691,52,0
stage1,all300,exploratory,5,7003,B,1702,52,0
stage1,all300,exploratory,5,7003,B,2533,52,0
stage1,all300,exploratory,5,7003,B,2647,52,0
stage1,all300,exploratory,5,7003,B,3229,52,0
stage1,all300,exploratory,5,7003,B,3753,52,0
stage1,all300,exploratory,5,7003,B,4406,52,0
stage1,all300,exploratory,5,7003,B,4802,52,52
stage1,all300,exploratory,5,7003,B,4918,52,0
stage1,all300,exploratory,5,7003,B,5534,52,0
stage1,all300,exploratory,5,7003,B,6278,52,0
stage1,all300,exploratory,5,7003,B,6534,52,0
stage1,all300,exploratory,5,7003,B,8314,52,0
stage1,all300,exploratory,5,7003,B,8315,52,52
stage1,all300,exploratory,5,7003,B,8526,52,0
stage1,all300,exploratory,5,7003,B,8940,52,0
stage1,all300,exploratory,5,7003,B,9568,52,0
stage1,all300,exploratory,5,7003,B,9605,52,0
stage1,all300,exploratory,5,7003,B,10239,52,0
stage1,all300,exploratory,5,7003,B,10989,52,0
stage1,all300,exploratory,5,7003,B,10992,52,0
stage1,all300,exploratory,5,7003,B,11518,52,0
stage1,all300,exploratory,5,7003,B,11920,52,0
stage1,all300,exploratory,5,7003,B,12954,52,0
stage1,all300,exploratory,5,7003,B,12970,52,0
stage1,all300,exploratory,5,7003,B,14351,52,0
stage1,all300,exploratory,5,7003,B,14717,52,0
stage1,all300,exploratory,5,7003,B,15174,52,0
stage1,all300,exploratory,5,7003,B,15974,52,0
stage1,all300,exploratory,5,7003,B,17554,52,0
stage1,all300,exploratory,5,7003,B,17896,52,0
stage1,all300,exploratory,5,7003,B,19635,52,0
stage1,all300,exploratory,5,7003,B,20538,52,0
stage1,all300,exploratory,5,7003,B,20601,52,0
stage1,all300,exploratory,5,7003,B,21238,52,0
stage1,all300,exploratory,5,7003,B,21285,52,0
stage1,all300,exploratory,5,7003,B,21315,52,0
stage1,all300,exploratory,5,7003,C,1154,92,0
stage1,all300,exploratory,5,7003,C,1691,92,0
stage1,all300,exploratory,5,7003,C,1702,92,0
stage1,all300,exploratory,5,7003,C,2533,92,0
stage1,all300,exploratory,5,7003,C,2647,92,0
stage1,all300,exploratory,5,7003,C,3229,92,0
stage1,all300,exploratory,5,7003,C,3753,92,0
stage1,all300,exploratory,5,7003,C,4406,92,0
stage1,all300,exploratory,5,7003,C,4802,92,92
stage1,all300,exploratory,5,7003,C,4918,92,0
stage1,all300,exploratory,5,7003,C,5534,92,0
stage1,all300,exploratory,5,7003,C,6278,92,0
stage1,all300,exploratory,5,7003,C,6534,92,0
stage1,all300,exploratory,5,7003,C,8314,92,0
stage1,all300,exploratory,5,7003,C,8315,92,92
stage1,all300,exploratory,5,7003,C,8526,92,0
stage1,all300,exploratory,5,7003,C,8940,92,0
stage1,all300,exploratory,5,7003,C,9568,92,0
stage1,all300,exploratory,5,7003,C,9605,92,0
stage1,all300,exploratory,5,7003,C,10239,92,0
stage1,all300,exploratory,5,7003,C,10989,92,0
stage1,all300,exploratory,5,7003,C,10992,92,0
stage1,all300,exploratory,5,7003,C,11518,92,0
stage1,all300,exploratory,5,7003,C,11920,92,0
stage1,all300,exploratory,5,7003,C,12954,92,0
stage1,all300,exploratory,5,7003,C,12970,92,0
stage1,all300,exploratory,5,7003,C,14351,92,0
stage1,all300,exploratory,5,7003,C,14717,92,0
stage1,all300,exploratory,5,7003,C,15174,92,0
stage1,all300,exploratory,5,7003,C,15974,92,0
stage1,all300,exploratory,5,7003,C,17554,92,0
stage1,all300,exploratory,5,7003,C,17896,92,0
stage1,all300,exploratory,5,7003,C,19635,92,0
stage1,all300,exploratory,5,7003,C,20538,92,0
stage1,all300,exploratory,5,7003,C,20601,92,0
stage1,all300,exploratory,5,7003,C,21238,92,0
stage1,all300,exploratory,5,7003,C,21285,92,0
stage1,all300,exploratory,5,7003,C,21315,92,0
stage1,all300,exploratory,5,7004,A,1154,24,0
stage1,all300,exploratory,5,7004,A,1691,24,0
stage1,all300,exploratory,5,7004,A,1702,24,0
stage1,all300,exploratory,5,7004,A,2533,24,0
stage1,all300,exploratory,5,7004,A,2647,24,0
stage1,all300,exploratory,5,7004,A,3229,24,0
stage1,all300,exploratory,5,7004,A,3753,24,0
stage1,all300,exploratory,5,7004,A,4406,24,0
stage1,all300,exploratory,5,7004,A,4802,24,24
stage1,all300,exploratory,5,7004,A,4918,24,0
stage1,all300,exploratory,5,7004,A,5534,24,0
stage1,all300,exploratory,5,7004,A,6278,24,0
stage1,all300,exploratory,5,7004,A,6534,24,0
stage1,all300,exploratory,5,7004,A,8314,24,0
stage1,all300,exploratory,5,7004,A,8315,24,24
stage1,all300,exploratory,5,7004,A,8526,24,0
stage1,all300,exploratory,5,7004,A,8940,24,0
stage1,all300,exploratory,5,7004,A,9568,24,0
stage1,all300,exploratory,5,7004,A,9605,24,0
stage1,all300,exploratory,5,7004,A,10239,24,0
stage1,all300,exploratory,5,7004,A,10989,24,0
stage1,all300,exploratory,5,7004,A,10992,24,0
stage1,all300,exploratory,5,7004,A,11518,24,0
stage1,all300,exploratory,5,7004,A,11920,24,0
stage1,all300,exploratory,5,7004,A,12954,24,0
stage1,all300,exploratory,5,7004,A,12970,24,0
stage1,all300,exploratory,5,7004,A,14351,24,0
stage1,all300,exploratory,5,7004,A,14717,24,0
stage1,all300,exploratory,5,7004,A,15174,24,0
stage1,all300,exploratory,5,7004,A,15974,24,0
stage1,all300,exploratory,5,7004,A,17554,24,0
stage1,all300,exploratory,5,7004,A,17896,24,0
stage1,all300,exploratory,5,7004,A,19635,24,0
stage1,all300,exploratory,5,7004,A,20538,24,0
stage1,all300,exploratory,5,7004,A,20601,24,0
stage1,all300,exploratory,5,7004,A,21238,24,0
stage1,all300,exploratory,5,7004,A,21285,24,0
stage1,all300,exploratory,5,7004,A,21315,24,0
stage1,all300,exploratory,5,7004,B,1154,52,0
stage1,all300,exploratory,5,7004,B,1691,52,0
stage1,all300,exploratory,5,7004,B,1702,52,0
stage1,all300,exploratory,5,7004,B,2533,52,0
stage1,all300,exploratory,5,7004,B,2647,52,0
stage1,all300,exploratory,5,7004,B,3229,52,0
stage1,all300,exploratory,5,7004,B,3753,52,0
stage1,all300,exploratory,5,7004,B,4406,52,0
stage1,all300,exploratory,5,7004,B,4802,52,52
stage1,all300,exploratory,5,7004,B,4918,52,0
stage1,all300,exploratory,5,7004,B,5534,52,0
stage1,all300,exploratory,5,7004,B,6278,52,0
stage1,all300,exploratory,5,7004,B,6534,52,0
stage1,all300,exploratory,5,7004,B,8314,52,0
stage1,all300,exploratory,5,7004,B,8315,52,52
stage1,all300,exploratory,5,7004,B,8526,52,0
stage1,all300,exploratory,5,7004,B,8940,52,0
stage1,all300,exploratory,5,7004,B,9568,52,0
stage1,all300,exploratory,5,7004,B,9605,52,0
stage1,all300,exploratory,5,7004,B,10239,52,0
stage1,all300,exploratory,5,7004,B,10989,52,0
stage1,all300,exploratory,5,7004,B,10992,52,0
stage1,all300,exploratory,5,7004,B,11518,52,0
stage1,all300,exploratory,5,7004,B,11920,52,0
stage1,all300,exploratory,5,7004,B,12954,52,0
stage1,all300,exploratory,5,7004,B,12970,52,0
stage1,all300,exploratory,5,7004,B,14351,52,0
stage1,all300,exploratory,5,7004,B,14717,52,0
stage1,all300,exploratory,5,7004,B,15174,52,0
stage1,all300,exploratory,5,7004,B,15974,52,0
stage1,all300,exploratory,5,7004,B,17554,52,0
stage1,all300,exploratory,5,7004,B,17896,52,0
stage1,all300,exploratory,5,7004,B,19635,52,0
stage1,all300,exploratory,5,7004,B,20538,52,0
stage1,all300,exploratory,5,7004,B,20601,52,0
stage1,all300,exploratory,5,7004,B,21238,52,0
stage1,all300,exploratory,5,7004,B,21285,52,0
stage1,all300,exploratory,5,7004,B,21315,52,0
stage1,all300,exploratory,5,7004,C,1154,92,0
stage1,all300,exploratory,5,7004,C,1691,92,0
stage1,all300,exploratory,5,7004,C,1702,92,0
stage1,all300,exploratory,5,7004,C,2533,92,0
stage1,all300,exploratory,5,7004,C,2647,92,0
stage1,all300,exploratory,5,7004,C,3229,92,0
stage1,all300,exploratory,5,7004,C,3753,92,0
stage1,all300,exploratory,5,7004,C,4406,92,0
stage1,all300,exploratory,5,7004,C,4802,92,92
stage1,all300,exploratory,5,7004,C,4918,92,0
stage1,all300,exploratory,5,7004,C,5534,92,0
stage1,all300,exploratory,5,7004,C,6278,92,0
stage1,all300,exploratory,5,7004,C,6534,92,0
stage1,all300,exploratory,5,7004,C,8314,92,0
stage1,all300,exploratory,5,7004,C,8315,92,92
stage1,all300,exploratory,5,7004,C,8526,92,0
stage1,all300,exploratory,5,7004,C,8940,92,0
stage1,all300,exploratory,5,7004,C,9568,92,0
stage1,all300,exploratory,5,7004,C,9605,92,0
stage1,all300,exploratory,5,7004,C,10239,92,0
stage1,all300,exploratory,5,7004,C,10989,92,0
stage1,all300,exploratory,5,7004,C,10992,92,0
stage1,all300,exploratory,5,7004,C,11518,92,0
stage1,all300,exploratory,5,7004,C,11920,92,0
stage1,all300,exploratory,5,7004,C,12954,92,0
stage1,all300,exploratory,5,7004,C,12970,92,0
stage1,all300,exploratory,5,7004,C,14351,92,0
stage1,all300,exploratory,5,7004,C,14717,92,0
stage1,all300,exploratory,5,7004,C,15174,92,0
stage1,all300,exploratory,5,7004,C,15974,92,0
stage1,all300,exploratory,5,7004,C,17554,92,0
stage1,all300,exploratory,5,7004,C,17896,92,0
stage1,all300,exploratory,5,7004,C,19635,92,0
stage1,all300,exploratory,5,7004,C,20538,92,0
stage1,all300,exploratory,5,7004,C,20601,92,0
stage1,all300,exploratory,5,7004,C,21238,92,0
stage1,all300,exploratory,5,7004,C,21285,92,0
stage1,all300,exploratory,5,7004,C,21315,92,0
stage1,all300,exploratory,5,7005,A,1154,24,0
stage1,all300,exploratory,5,7005,A,1691,24,0
stage1,all300,exploratory,5,7005,A,1702,24,0
stage1,all300,exploratory,5,7005,A,2533,24,0
stage1,all300,exploratory,5,7005,A,2647,24,0
stage1,all300,exploratory,5,7005,A,3229,24,0
stage1,all300,exploratory,5,7005,A,3753,24,0
stage1,all300,exploratory,5,7005,A,4406,24,0
stage1,all300,exploratory,5,7005,A,4802,24,24
stage1,all300,exploratory,5,7005,A,4918,24,0
stage1,all300,exploratory,5,7005,A,5534,24,0
stage1,all300,exploratory,5,7005,A,6278,24,0
stage1,all300,exploratory,5,7005,A,6534,24,0
stage1,all300,exploratory,5,7005,A,8314,24,0
stage1,all300,exploratory,5,7005,A,8315,24,24
stage1,all300,exploratory,5,7005,A,8526,24,0
stage1,all300,exploratory,5,7005,A,8940,24,0
stage1,all300,exploratory,5,7005,A,9568,24,0
stage1,all300,exploratory,5,7005,A,9605,24,0
stage1,all300,exploratory,5,7005,A,10239,24,0
stage1,all300,exploratory,5,7005,A,10989,24,0
stage1,all300,exploratory,5,7005,A,10992,24,0
stage1,all300,exploratory,5,7005,A,11518,24,0
stage1,all300,exploratory,5,7005,A,11920,24,0
stage1,all300,exploratory,5,7005,A,12954,24,0
stage1,all300,exploratory,5,7005,A,12970,24,0
stage1,all300,exploratory,5,7005,A,14351,24,0
stage1,all300,exploratory,5,7005,A,14717,24,0
stage1,all300,exploratory,5,7005,A,15174,24,0
stage1,all300,exploratory,5,7005,A,15974,24,0
stage1,all300,exploratory,5,7005,A,17554,24,0
stage1,all300,exploratory,5,7005,A,17896,24,0
stage1,all300,exploratory,5,7005,A,19635,24,0
stage1,all300,exploratory,5,7005,A,20538,24,0
stage1,all300,exploratory,5,7005,A,20601,24,0
stage1,all300,exploratory,5,7005,A,21238,24,0
stage1,all300,exploratory,5,7005,A,21285,24,0
stage1,all300,exploratory,5,7005,A,21315,24,0
stage1,all300,exploratory,5,7005,B,1154,52,0
stage1,all300,exploratory,5,7005,B,1691,52,0
stage1,all300,exploratory,5,7005,B,1702,52,0
stage1,all300,exploratory,5,7005,B,2533,52,0
stage1,all300,exploratory,5,7005,B,2647,52,0
stage1,all300,exploratory,5,7005,B,3229,52,0
stage1,all300,exploratory,5,7005,B,3753,52,0
stage1,all300,exploratory,5,7005,B,4406,52,0
stage1,all300,exploratory,5,7005,B,4802,52,52
stage1,all300,exploratory,5,7005,B,4918,52,0
stage1,all300,exploratory,5,7005,B,5534,52,0
stage1,all300,exploratory,5,7005,B,6278,52,0
stage1,all300,exploratory,5,7005,B,6534,52,0
stage1,all300,exploratory,5,7005,B,8314,52,0
stage1,all300,exploratory,5,7005,B,8315,52,52
stage1,all300,exploratory,5,7005,B,8526,52,0
stage1,all300,exploratory,5,7005,B,8940,52,0
stage1,all300,exploratory,5,7005,B,9568,52,0
stage1,all300,exploratory,5,7005,B,9605,52,0
stage1,all300,exploratory,5,7005,B,10239,52,0
stage1,all300,exploratory,5,7005,B,10989,52,0
stage1,all300,exploratory,5,7005,B,10992,52,0
stage1,all300,exploratory,5,7005,B,11518,52,0
stage1,all300,exploratory,5,7005,B,11920,52,0
stage1,all300,exploratory,5,7005,B,12954,52,0
stage1,all300,exploratory,5,7005,B,12970,52,0
stage1,all300,exploratory,5,7005,B,14351,52,0
stage1,all300,exploratory,5,7005,B,14717,52,0
stage1,all300,exploratory,5,7005,B,15174,52,0
stage1,all300,exploratory,5,7005,B,15974,52,0
stage1,all300,exploratory,5,7005,B,17554,52,0
stage1,all300,exploratory,5,7005,B,17896,52,0
stage1,all300,exploratory,5,7005,B,19635,52,0
stage1,all300,exploratory,5,7005,B,20538,52,0
stage1,all300,exploratory,5,7005,B,20601,52,0
stage1,all300,exploratory,5,7005,B,21238,52,0
stage1,all300,exploratory,5,7005,B,21285,52,0
stage1,all300,exploratory,5,7005,B,21315,52,0
stage1,all300,exploratory,5,7005,C,1154,92,0
stage1,all300,exploratory,5,7005,C,1691,92,0
stage1,all300,exploratory,5,7005,C,1702,92,0
stage1,all300,exploratory,5,7005,C,2533,92,0
stage1,all300,exploratory,5,7005,C,2647,92,0
stage1,all300,exploratory,5,7005,C,3229,92,0
stage1,all300,exploratory,5,7005,C,3753,92,0
stage1,all300,exploratory,5,7005,C,4406,92,0
stage1,all300,exploratory,5,7005,C,4802,92,92
stage1,all300,exploratory,5,7005,C,4918,92,0
stage1,all300,exploratory,5,7005,C,5534,92,0
stage1,all300,exploratory,5,7005,C,6278,92,0
stage1,all300,exploratory,5,7005,C,6534,92,0
stage1,all300,exploratory,5,7005,C,8314,92,0
stage1,all300,exploratory,5,7005,C,8315,92,92
stage1,all300,exploratory,5,7005,C,8526,92,0
stage1,all300,exploratory,5,7005,C,8940,92,0
stage1,all300,exploratory,5,7005,C,9568,92,0
stage1,all300,exploratory,5,7005,C,9605,92,0
stage1,all300,exploratory,5,7005,C,10239,92,0
stage1,all300,exploratory,5,7005,C,10989,92,0
stage1,all300,exploratory,5,7005,C,10992,92,0
stage1,all300,exploratory,5,7005,C,11518,92,0
stage1,all300,exploratory,5,7005,C,11920,92,0
stage1,all300,exploratory,5,7005,C,12954,92,0
stage1,all300,exploratory,5,7005,C,12970,92,0
stage1,all300,exploratory,5,7005,C,14351,92,0
stage1,all300,exploratory,5,7005,C,14717,92,0
stage1,all300,exploratory,5,7005,C,15174,92,0
stage1,all300,exploratory,5,7005,C,15974,92,0
stage1,all300,exploratory,5,7005,C,17554,92,0
stage1,all300,exploratory,5,7005,C,17896,92,0
stage1,all300,exploratory,5,7005,C,19635,92,0
stage1,all300,exploratory,5,7005,C,20538,92,0
stage1,all300,exploratory,5,7005,C,20601,92,0
stage1,all300,exploratory,5,7005,C,21238,92,0
stage1,all300,exploratory,5,7005,C,21285,92,0
stage1,all300,exploratory,5,7005,C,21315,92,0
stage1,all300,exploratory,6,0,A,578,24,0
stage1,all300,exploratory,6,0,A,1004,24,0
stage1,all300,exploratory,6,0,A,1032,24,0
stage1,all300,exploratory,6,0,A,1192,24,0
stage1,all300,exploratory,6,0,A,1358,24,0
stage1,all300,exploratory,6,0,A,1508,24,0
stage1,all300,exploratory,6,0,A,2005,24,0
stage1,all300,exploratory,6,0,A,2186,24,0
stage1,all300,exploratory,6,0,A,2557,24,0
stage1,all300,exploratory,6,0,A,2706,24,0
stage1,all300,exploratory,6,0,A,3421,24,0
stage1,all300,exploratory,6,0,A,4022,24,0
stage1,all300,exploratory,6,0,A,4144,24,0
stage1,all300,exploratory,6,0,A,4716,24,0
stage1,all300,exploratory,6,0,A,4721,24,0
stage1,all300,exploratory,6,0,A,5457,24,0
stage1,all300,exploratory,6,0,A,8022,24,0
stage1,all300,exploratory,6,0,A,8718,24,0
stage1,all300,exploratory,6,0,A,8806,24,0
stage1,all300,exploratory,6,0,A,9112,24,0
stage1,all300,exploratory,6,0,A,11404,24,0
stage1,all300,exploratory,6,0,A,11707,24,0
stage1,all300,exploratory,6,0,A,12379,24,0
stage1,all300,exploratory,6,0,A,12887,24,0
stage1,all300,exploratory,6,0,A,13074,24,0
stage1,all300,exploratory,6,0,A,14295,24,0
stage1,all300,exploratory,6,0,A,14452,24,0
stage1,all300,exploratory,6,0,A,14905,24,0
stage1,all300,exploratory,6,0,A,15225,24,0
stage1,all300,exploratory,6,0,A,15307,24,0
stage1,all300,exploratory,6,0,A,15412,24,0
stage1,all300,exploratory,6,0,A,15625,24,0
stage1,all300,exploratory,6,0,A,15932,24,0
stage1,all300,exploratory,6,0,A,15982,24,0
stage1,all300,exploratory,6,0,A,16383,24,0
stage1,all300,exploratory,6,0,A,16771,24,0
stage1,all300,exploratory,6,0,A,18031,24,0
stage1,all300,exploratory,6,0,A,19574,24,0
stage1,all300,exploratory,6,0,A,19753,24,0
stage1,all300,exploratory,6,0,B,578,52,0
stage1,all300,exploratory,6,0,B,1004,52,0
stage1,all300,exploratory,6,0,B,1032,52,0
stage1,all300,exploratory,6,0,B,1192,52,0
stage1,all300,exploratory,6,0,B,1358,52,0
stage1,all300,exploratory,6,0,B,1508,52,0
stage1,all300,exploratory,6,0,B,2005,52,0
stage1,all300,exploratory,6,0,B,2186,52,0
stage1,all300,exploratory,6,0,B,2557,52,0
stage1,all300,exploratory,6,0,B,2706,52,0
stage1,all300,exploratory,6,0,B,3421,52,0
stage1,all300,exploratory,6,0,B,4022,52,0
stage1,all300,exploratory,6,0,B,4144,52,0
stage1,all300,exploratory,6,0,B,4716,52,0
stage1,all300,exploratory,6,0,B,4721,52,0
stage1,all300,exploratory,6,0,B,5457,52,0
stage1,all300,exploratory,6,0,B,8022,52,0
stage1,all300,exploratory,6,0,B,8718,52,0
stage1,all300,exploratory,6,0,B,8806,52,0
stage1,all300,exploratory,6,0,B,9112,52,0
stage1,all300,exploratory,6,0,B,11404,52,0
stage1,all300,exploratory,6,0,B,11707,52,0
stage1,all300,exploratory,6,0,B,12379,52,0
stage1,all300,exploratory,6,0,B,12887,52,0
stage1,all300,exploratory,6,0,B,13074,52,0
stage1,all300,exploratory,6,0,B,14295,52,0
stage1,all300,exploratory,6,0,B,14452,52,0
stage1,all300,exploratory,6,0,B,14905,52,0
stage1,all300,exploratory,6,0,B,15225,52,0
stage1,all300,exploratory,6,0,B,15307,52,0
stage1,all300,exploratory,6,0,B,15412,52,0
stage1,all300,exploratory,6,0,B,15625,52,0
stage1,all300,exploratory,6,0,B,15932,52,0
stage1,all300,exploratory,6,0,B,15982,52,0
stage1,all300,exploratory,6,0,B,16383,52,0
stage1,all300,exploratory,6,0,B,16771,52,0
stage1,all300,exploratory,6,0,B,18031,52,0
stage1,all300,exploratory,6,0,B,19574,52,0
stage1,all300,exploratory,6,0,B,19753,52,0
stage1,all300,exploratory,6,0,C,578,92,0
stage1,all300,exploratory,6,0,C,1004,92,0
stage1,all300,exploratory,6,0,C,1032,92,0
stage1,all300,exploratory,6,0,C,1192,92,0
stage1,all300,exploratory,6,0,C,1358,92,0
stage1,all300,exploratory,6,0,C,1508,92,0
stage1,all300,exploratory,6,0,C,2005,92,0
stage1,all300,exploratory,6,0,C,2186,92,0
stage1,all300,exploratory,6,0,C,2557,92,0
stage1,all300,exploratory,6,0,C,2706,92,0
stage1,all300,exploratory,6,0,C,3421,92,0
stage1,all300,exploratory,6,0,C,4022,92,0
stage1,all300,exploratory,6,0,C,4144,92,0
stage1,all300,exploratory,6,0,C,4716,92,0
stage1,all300,exploratory,6,0,C,4721,92,0
stage1,all300,exploratory,6,0,C,5457,92,0
stage1,all300,exploratory,6,0,C,8022,92,0
stage1,all300,exploratory,6,0,C,8718,92,0
stage1,all300,exploratory,6,0,C,8806,92,0
stage1,all300,exploratory,6,0,C,9112,92,0
stage1,all300,exploratory,6,0,C,11404,92,0
stage1,all300,exploratory,6,0,C,11707,92,0
stage1,all300,exploratory,6,0,C,12379,92,0
stage1,all300,exploratory,6,0,C,12887,92,0
stage1,all300,exploratory,6,0,C,13074,92,0
stage1,all300,exploratory,6,0,C,14295,92,0
stage1,all300,exploratory,6,0,C,14452,92,0
stage1,all300,exploratory,6,0,C,14905,92,0
stage1,all300,exploratory,6,0,C,15225,92,0
stage1,all300,exploratory,6,0,C,15307,92,0
stage1,all300,exploratory,6,0,C,15412,92,0
stage1,all300,exploratory,6,0,C,15625,92,0
stage1,all300,exploratory,6,0,C,15932,92,0
stage1,all300,exploratory,6,0,C,15982,92,0
stage1,all300,exploratory,6,0,C,16383,92,0
stage1,all300,exploratory,6,0,C,16771,92,0
stage1,all300,exploratory,6,0,C,18031,92,0
stage1,all300,exploratory,6,0,C,19574,92,0
stage1,all300,exploratory,6,0,C,19753,92,0
stage1,all300,exploratory,6,7001,A,578,24,0
stage1,all300,exploratory,6,7001,A,1004,24,0
stage1,all300,exploratory,6,7001,A,1032,24,0
stage1,all300,exploratory,6,7001,A,1192,24,0
stage1,all300,exploratory,6,7001,A,1358,24,0
stage1,all300,exploratory,6,7001,A,1508,24,0
stage1,all300,exploratory,6,7001,A,2005,24,0
stage1,all300,exploratory,6,7001,A,2186,24,0
stage1,all300,exploratory,6,7001,A,2557,24,0
stage1,all300,exploratory,6,7001,A,2706,24,0
stage1,all300,exploratory,6,7001,A,3421,24,0
stage1,all300,exploratory,6,7001,A,4022,24,0
stage1,all300,exploratory,6,7001,A,4144,24,0
stage1,all300,exploratory,6,7001,A,4716,24,0
stage1,all300,exploratory,6,7001,A,4721,24,0
stage1,all300,exploratory,6,7001,A,5457,24,0
stage1,all300,exploratory,6,7001,A,8022,24,0
stage1,all300,exploratory,6,7001,A,8718,24,0
stage1,all300,exploratory,6,7001,A,8806,24,0
stage1,all300,exploratory,6,7001,A,9112,24,0
stage1,all300,exploratory,6,7001,A,11404,24,0
stage1,all300,exploratory,6,7001,A,11707,24,0
stage1,all300,exploratory,6,7001,A,12379,24,0
stage1,all300,exploratory,6,7001,A,12887,24,0
stage1,all300,exploratory,6,7001,A,13074,24,0
stage1,all300,exploratory,6,7001,A,14295,24,0
stage1,all300,exploratory,6,7001,A,14452,24,0
stage1,all300,exploratory,6,7001,A,14905,24,0
stage1,all300,exploratory,6,7001,A,15225,24,0
stage1,all300,exploratory,6,7001,A,15307,24,0
stage1,all300,exploratory,6,7001,A,15412,24,0
stage1,all300,exploratory,6,7001,A,15625,24,0
stage1,all300,exploratory,6,7001,A,15932,24,0
stage1,all300,exploratory,6,7001,A,15982,24,0
stage1,all300,exploratory,6,7001,A,16383,24,0
stage1,all300,exploratory,6,7001,A,16771,24,0
stage1,all300,exploratory,6,7001,A,18031,24,0
stage1,all300,exploratory,6,7001,A,19574,24,0
stage1,all300,exploratory,6,7001,A,19753,24,0
stage1,all300,exploratory,6,7001,B,578,52,0
stage1,all300,exploratory,6,7001,B,1004,52,0
stage1,all300,exploratory,6,7001,B,1032,52,0
