stage,ecg_id,source_peak_index,r_peak_sample,r_peak_time_s,left_sample,right_sample,rr_prev_ms,rr_next_ms,valid,failure_reason,beat_index
stage2,10602,9,3997,7.994,3792.5,4204.5,818.0,830.0,True,,8
stage2,10602,10,4412,8.824,4204.5,4615.5,830.0,814.0,True,,9
stage2,10602,11,4819,9.638,4615.5,,814.0,,False,edge_no_two_neighbors,-1
stage2,10672,0,536,1.072,,663.5,,510.0,False,edge_no_two_neighbors,-1
stage2,10672,1,791,1.582,663.5,1169.0,510.0,1512.0,True,,0
stage2,10672,2,1547,3.094,1169.0,1686.0,1512.0,556.0,True,,1
stage2,10672,3,1825,3.65,1686.0,2193.5,556.0,1474.0,True,,2
stage2,10672,4,2562,5.124,2193.5,2695.5,1474.0,534.0,True,,3
stage2,10672,5,2829,5.658,2695.5,3197.0,534.0,1472.0,True,,4
stage2,10672,6,3565,7.13,3197.0,3699.5,1472.0,538.0,True,,5
stage2,10672,7,3834,7.668,3699.5,4198.5,538.0,1458.0,True,,6
stage2,10672,8,4563,9.126,4198.5,4698.0,1458.0,540.0,True,,7
stage2,10672,9,4833,9.666,4698.0,,540.0,,False,edge_no_two_neighbors,-1
stage2,10702,0,166,0.332,,437.5,,1086.0,False,edge_no_two_neighbors,-1
stage2,10702,1,709,1.418,437.5,982.0,1086.0,1092.0,True,,0
stage2,10702,2,1255,2.51,982.0,1520.5,1092.0,1062.0,True,,1
stage2,10702,3,1786,3.572,1520.5,2041.0,1062.0,1020.0,True,,2
stage2,10702,4,2296,4.592,2041.0,2546.0,1020.0,1000.0,True,,3
stage2,10702,5,2796,5.592,2546.0,3050.5,1000.0,1018.0,True,,4
stage2,10702,6,3305,6.61,3050.5,3568.0,1018.0,1052.0,True,,5
stage2,10702,7,3831,7.662,3568.0,4093.5,1052.0,1050.0,True,,6
stage2,10702,8,4356,8.712,4093.5,4614.0,1050.0,1032.0,True,,7
stage2,10702,9,4872,9.744,4614.0,,1032.0,,False,edge_no_two_neighbors,-1
stage2,10703,0,250,0.5,,412.0,,648.0,False,edge_no_two_neighbors,-1
stage2,10703,1,574,1.148,412.0,737.5,648.0,654.0,True,,0
stage2,10703,2,901,1.802,737.5,1062.0,654.0,644.0,True,,1
stage2,10703,3,1223,2.446,1062.0,1381.5,644.0,634.0,True,,2
stage2,10703,4,1540,3.08,1381.5,1694.5,634.0,618.0,True,,3
stage2,10703,5,1849,3.698,1694.5,2006.5,618.0,630.0,True,,4
stage2,10703,6,2164,4.328,2006.5,2320.5,630.0,626.0,True,,5
stage2,10703,7,2477,4.954,2320.5,2637.0,626.0,640.0,True,,6
stage2,10703,8,2797,5.594,2637.0,2959.0,640.0,648.0,True,,7
stage2,10703,9,3121,6.242,2959.0,3286.5,648.0,662.0,True,,8
stage2,10703,10,3452,6.904,3286.5,3620.0,662.0,672.0,True,,9
stage2,10703,11,3788,7.576,3620.0,3957.0,672.0,676.0,True,,10
stage2,10703,12,4126,8.252,3957.0,4292.0,676.0,664.0,True,,11
stage2,10703,13,4458,8.916,4292.0,4623.5,664.0,662.0,True,,12
stage2,10703,14,4789,9.578,4623.5,,662.0,,False,edge_no_two_neighbors,-1
stage2,10746,0,289,0.578,,554.0,,1060.0,False,edge_no_two_neighbors,-1
stage2,10746,1,819,1.638,554.0,1089.0,1060.0,1080.0,True,,0
stage2,10746,2,1359,2.718,1089.0,1645.5,1080.0,1146.0,True,,1
stage2,10746,3,1932,3.864,1645.5,2212.5,1146.0,1122.0,True,,2
stage2,10746,4,2493,4.986,2212.5,2778.5,1122.0,1142.0,True,,3
stage2,10746,5,3064,6.128,2778.5,3351.5,1142.0,1150.0,True,,4
stage2,10746,6,3639,7.278,3351.5,3923.0,1150.0,1136.0,True,,5
stage2,10746,7,4207,8.414,3923.0,4493.5,1136.0,1146.0,True,,6
stage2,10746,8,4780,9.56,4493.5,,1146.0,,False,edge_no_two_neighbors,-1
stage2,10811,0,66,0.132,,315.5,,998.0,False,edge_no_two_neighbors,-1
stage2,10811,1,565,1.13,315.5,816.5,998.0,1006.0,True,,0
stage2,10811,2,1068,2.136,816.5,1331.5,1006.0,1054.0,True,,1
stage2,10811,3,1595,3.19,1331.5,1857.5,1054.0,1050.0,True,,2
stage2,10811,4,2120,4.24,1857.5,2369.5,1050.0,998.0,True,,3
stage2,10811,5,2619,5.238,2369.5,2860.5,998.0,966.0,True,,4
stage2,10811,6,3102,6.204,2860.5,3342.5,966.0,962.0,True,,5
stage2,10811,7,3583,7.166,3342.5,3829.5,962.0,986.0,True,,6
stage2,10811,8,4076,8.152,3829.5,4330.0,986.0,1016.0,True,,7
stage2,10811,9,4584,9.168,4330.0,,1016.0,,False,edge_no_two_neighbors,-1
stage2,10907,0,388,0.776,,631.0,,972.0,False,edge_no_two_neighbors,-1
stage2,10907,1,874,1.748,631.0,1121.0,972.0,988.0,True,,0
stage2,10907,2,1368,2.736,1121.0,1614.5,988.0,986.0,True,,1
stage2,10907,3,1861,3.722,1614.5,2104.0,986.0,972.0,True,,2
stage2,10907,4,2347,4.694,2104.0,2592.0,972.0,980.0,True,,3
stage2,10907,5,2837,5.674,2592.0,3088.0,980.0,1004.0,True,,4
stage2,10907,6,3339,6.678,3088.0,3590.0,1004.0,1004.0,True,,5
stage2,10907,7,3841,7.682,3590.0,4089.0,1004.0,992.0,True,,6
stage2,10907,8,4337,8.674,4089.0,4583.0,992.0,984.0,True,,7
stage2,10907,9,4829,9.658,4583.0,,984.0,,False,edge_no_two_neighbors,-1
stage2,10971,0,160,0.32,,381.5,,886.0,False,edge_no_two_neighbors,-1
stage2,10971,1,603,1.206,381.5,832.0,886.0,916.0,True,,0
stage2,10971,2,1061,2.122,832.0,1290.0,916.0,916.0,True,,1
stage2,10971,3,1519,3.038,1290.0,1743.5,916.0,898.0,True,,2
stage2,10971,4,1968,3.936,1743.5,2186.5,898.0,874.0,True,,3
stage2,10971,5,2405,4.81,2186.5,2619.5,874.0,858.0,True,,4
stage2,10971,6,2834,5.668,2619.5,3046.5,858.0,850.0,True,,5
stage2,10971,7,3259,6.518,3046.5,3471.0,850.0,848.0,True,,6
stage2,10971,8,3683,7.366,3471.0,3898.0,848.0,860.0,True,,7
stage2,10971,9,4113,8.226,3898.0,4322.0,860.0,836.0,True,,8
stage2,10971,10,4531,9.062,4322.0,4732.0,836.0,804.0,True,,9
stage2,10971,11,4933,9.866,4732.0,,804.0,,False,edge_no_two_neighbors,-1
stage2,10989,0,154,0.308,,397.5,,974.0,False,edge_no_two_neighbors,-1
stage2,10989,1,641,1.282,397.5,882.0,974.0,964.0,True,,0
stage2,10989,2,1123,2.246,882.0,1355.0,964.0,928.0,True,,1
stage2,10989,3,1587,3.174,1355.0,1816.5,928.0,918.0,True,,2
stage2,10989,4,2046,4.092,1816.5,2285.5,918.0,958.0,True,,3
stage2,10989,5,2525,5.05,2285.5,2772.0,958.0,988.0,True,,4
stage2,10989,6,3019,6.038,2772.0,3267.0,988.0,992.0,True,,5
stage2,10989,7,3515,7.03,3267.0,3757.0,992.0,968.0,True,,6
stage2,10989,8,3999,7.998,3757.0,4234.5,968.0,942.0,True,,7
stage2,10989,9,4470,8.94,4234.5,4702.0,942.0,928.0,True,,8
stage2,10989,10,4934,9.868,4702.0,,928.0,,False,edge_no_two_neighbors,-1
stage2,10992,0,317,0.634,,505.0,,752.0,False,edge_no_two_neighbors,-1
stage2,10992,1,693,1.386,505.0,886.5,752.0,774.0,True,,0
stage2,10992,2,1080,2.16,886.5,1274.5,774.0,778.0,True,,1
stage2,10992,3,1469,2.938,1274.5,1664.0,778.0,780.0,True,,2
stage2,10992,4,1859,3.718,1664.0,2055.0,780.0,784.0,True,,3
stage2,10992,5,2251,4.502,2055.0,2447.5,784.0,786.0,True,,4
stage2,10992,6,2644,5.288,2447.5,2842.0,786.0,792.0,True,,5
stage2,10992,7,3040,6.08,2842.0,3236.0,792.0,784.0,True,,6
stage2,10992,8,3432,6.864,3236.0,3626.0,784.0,776.0,True,,7
stage2,10992,9,3820,7.64,3626.0,4014.0,776.0,776.0,True,,8
stage2,10992,10,4208,8.416,4014.0,4406.0,776.0,792.0,True,,9
stage2,10992,11,4604,9.208,4406.0,,792.0,,False,edge_no_two_neighbors,-1
stage2,11011,0,59,0.118,,228.0,,676.0,False,edge_no_two_neighbors,-1
stage2,11011,1,397,0.794,228.0,563.5,676.0,666.0,True,,0
stage2,11011,2,730,1.46,563.5,895.0,666.0,660.0,True,,1
stage2,11011,3,1060,2.12,895.0,1226.0,660.0,664.0,True,,2
stage2,11011,4,1392,2.784,1226.0,1555.5,664.0,654.0,True,,3
stage2,11011,5,1719,3.438,1555.5,1887.0,654.0,672.0,True,,4
stage2,11011,6,2055,4.11,1887.0,2225.0,672.0,680.0,True,,5
stage2,11011,7,2395,4.79,2225.0,2565.0,680.0,680.0,True,,6
stage2,11011,8,2735,5.47,2565.0,2905.0,680.0,680.0,True,,7
stage2,11011,9,3075,6.15,2905.0,3239.0,680.0,656.0,True,,8
stage2,11011,10,3403,6.806,3239.0,3565.5,656.0,650.0,True,,9
stage2,11011,11,3728,7.456,3565.5,3889.0,650.0,644.0,True,,10
stage2,11011,12,4050,8.1,3889.0,4210.0,644.0,640.0,True,,11
stage2,11011,13,4370,8.74,4210.0,4527.5,640.0,630.0,True,,12
stage2,11011,14,4685,9.37,4527.5,,630.0,,False,edge_no_two_neighbors,-1
stage2,11163,0,221,0.442,,414.0,,772.0,False,edge_no_two_neighbors,-1
stage2,11163,1,607,1.214,414.0,798.5,772.0,766.0,True,,0
stage2,11163,2,990,1.98,798.5,1181.5,766.0,766.0,True,,1
stage2,11163,3,1373,2.746,1181.5,1560.5,766.0,750.0,True,,2
stage2,11163,4,1748,3.496,1560.5,1934.0,750.0,744.0,True,,3
stage2,11163,5,2120,4.24,1934.0,2307.5,744.0,750.0,True,,4
stage2,11163,6,2495,4.99,2307.5,2683.5,750.0,754.0,True,,5
stage2,11163,7,2872,5.744,2683.5,3066.5,754.0,778.0,True,,6
stage2,11163,8,3261,6.522,3066.5,3456.0,778.0,780.0,True,,7
stage2,11163,9,3651,7.302,3456.0,3844.0,780.0,772.0,True,,8
stage2,11163,10,4037,8.074,3844.0,4224.5,772.0,750.0,True,,9
stage2,11163,11,4412,8.824,4224.5,4601.0,750.0,756.0,True,,10
stage2,11163,12,4790,9.58,4601.0,,756.0,,False,edge_no_two_neighbors,-1
stage2,11337,0,18,0.036,,159.0,,564.0,False,edge_no_two_neighbors,-1
stage2,11337,1,300,0.6,159.0,442.0,564.0,568.0,True,,0
stage2,11337,2,584,1.168,442.0,725.0,568.0,564.0,True,,1
stage2,11337,3,866,1.732,725.0,1006.5,564.0,562.0,True,,2
stage2,11337,4,1147,2.294,1006.5,1286.5,562.0,558.0,True,,3
stage2,11337,5,1426,2.852,1286.5,1565.5,558.0,558.0,True,,4
stage2,11337,6,1705,3.41,1565.5,1844.0,558.0,556.0,True,,5
stage2,11337,7,1983,3.966,1844.0,2118.5,556.0,542.0,True,,6
stage2,11337,8,2254,4.508,2118.5,2391.0,542.0,548.0,True,,7
stage2,11337,9,2528,5.056,2391.0,2666.0,548.0,552.0,True,,8
stage2,11337,10,2804,5.608,2666.0,2940.5,552.0,546.0,True,,9
stage2,11337,11,3077,6.154,2940.5,3211.5,546.0,538.0,True,,10
stage2,11337,12,3346,6.692,3211.5,3479.0,538.0,532.0,True,,11
stage2,11337,13,3612,7.224,3479.0,3746.0,532.0,536.0,True,,12
stage2,11337,14,3880,7.76,3746.0,4015.5,536.0,542.0,True,,13
stage2,11337,15,4151,8.302,4015.5,4286.5,542.0,542.0,True,,14
stage2,11337,16,4422,8.844,4286.5,4556.5,542.0,538.0,True,,15
stage2,11337,17,4691,9.382,4556.5,,538.0,,False,edge_no_two_neighbors,-1
stage2,11338,0,383,0.766,,667.0,,1136.0,False,edge_no_two_neighbors,-1
stage2,11338,1,951,1.902,667.0,1238.0,1136.0,1148.0,True,,0
stage2,11338,2,1525,3.05,1238.0,1794.5,1148.0,1078.0,True,,1
stage2,11338,3,2064,4.128,1794.5,2336.0,1078.0,1088.0,True,,2
stage2,11338,4,2608,5.216,2336.0,2906.5,1088.0,1194.0,True,,3
stage2,11338,5,3205,6.41,2906.5,3496.0,1194.0,1164.0,True,,4
stage2,11338,6,3787,7.574,3496.0,4066.5,1164.0,1118.0,True,,5
stage2,11338,7,4346,8.692,4066.5,4627.0,1118.0,1124.0,True,,6
stage2,11338,8,4908,9.816,4627.0,,1124.0,,False,edge_no_two_neighbors,-1
stage2,11404,0,265,0.53,,496.5,,926.0,False,edge_no_two_neighbors,-1
stage2,11404,1,728,1.456,496.5,962.0,926.0,936.0,True,,0
stage2,11404,2,1196,2.392,962.0,1428.5,936.0,930.0,True,,1
stage2,11404,3,1661,3.322,1428.5,1889.5,930.0,914.0,True,,2
stage2,11404,4,2118,4.236,1889.5,2333.5,914.0,862.0,True,,3
stage2,11404,5,2549,5.098,2333.5,2758.5,862.0,838.0,True,,4
stage2,11404,6,2968,5.936,2758.5,3186.0,838.0,872.0,True,,5
stage2,11404,7,3404,6.808,3186.0,3626.5,872.0,890.0,True,,6
stage2,11404,8,3849,7.698,3626.5,4075.0,890.0,904.0,True,,7
stage2,11404,9,4301,8.602,4075.0,4524.0,904.0,892.0,True,,8
stage2,11404,10,4747,9.494,4524.0,,892.0,,False,edge_no_two_neighbors,-1
stage2,11518,0,298,0.596,,573.5,,1102.0,False,edge_no_two_neighbors,-1
stage2,11518,1,849,1.698,573.5,1115.0,1102.0,1064.0,True,,0
stage2,11518,2,1381,2.762,1115.0,1652.5,1064.0,1086.0,True,,1
stage2,11518,3,1924,3.848,1652.5,2197.5,1086.0,1094.0,True,,2
stage2,11518,4,2471,4.942,2197.5,2740.0,1094.0,1076.0,True,,3
stage2,11518,5,3009,6.018,2740.0,3275.5,1076.0,1066.0,True,,4
stage2,11518,6,3542,7.084,3275.5,3813.0,1066.0,1084.0,True,,5
stage2,11518,7,4084,8.168,3813.0,4353.0,1084.0,1076.0,True,,6
stage2,11518,8,4622,9.244,4353.0,,1076.0,,False,edge_no_two_neighbors,-1
stage2,11526,0,404,0.808,,652.0,,992.0,False,edge_no_two_neighbors,-1
stage2,11526,1,900,1.8,652.0,1139.0,992.0,956.0,True,,0
stage2,11526,2,1378,2.756,1139.0,1617.5,956.0,958.0,True,,1
stage2,11526,3,1857,3.714,1617.5,2098.5,958.0,966.0,True,,2
stage2,11526,4,2340,4.68,2098.5,2581.5,966.0,966.0,True,,3
stage2,11526,5,2823,5.646,2581.5,3065.5,966.0,970.0,True,,4
stage2,11526,6,3308,6.616,3065.5,3551.0,970.0,972.0,True,,5
stage2,11526,7,3794,7.588,3551.0,4034.5,972.0,962.0,True,,6
stage2,11526,8,4275,8.55,4034.5,4516.5,962.0,966.0,True,,7
stage2,11526,9,4758,9.516,4516.5,,966.0,,False,edge_no_two_neighbors,-1
stage2,11598,0,250,0.5,,529.5,,1118.0,False,edge_no_two_neighbors,-1
stage2,11598,1,809,1.618,529.5,1102.5,1118.0,1174.0,True,,0
stage2,11598,2,1396,2.792,1102.5,1665.0,1174.0,1076.0,True,,1
stage2,11598,3,1934,3.868,1665.0,2213.5,1076.0,1118.0,True,,2
stage2,11598,4,2493,4.986,2213.5,2798.5,1118.0,1222.0,True,,3
stage2,11598,5,3104,6.208,2798.5,3400.0,1222.0,1184.0,True,,4
stage2,11598,6,3696,7.392,3400.0,3978.5,1184.0,1130.0,True,,5
stage2,11598,7,4261,8.522,3978.5,4562.5,1130.0,1206.0,True,,6
stage2,11598,8,4864,9.728,4562.5,,1206.0,,False,edge_no_two_neighbors,-1
stage2,11707,0,199,0.398,,465.5,,1066.0,False,edge_no_two_neighbors,-1
stage2,11707,1,732,1.464,465.5,971.0,1066.0,956.0,True,,0
stage2,11707,2,1210,2.42,971.0,1478.0,956.0,1072.0,True,,1
stage2,11707,3,1746,3.492,1478.0,2006.0,1072.0,1040.0,True,,2
stage2,11707,4,2266,4.532,2006.0,2508.0,1040.0,968.0,True,,3
stage2,11707,5,2750,5.5,2508.0,3031.0,968.0,1124.0,True,,4
stage2,11707,6,3312,6.624,3031.0,3562.5,1124.0,1002.0,True,,5
stage2,11707,7,3813,7.626,3562.5,4068.0,1002.0,1020.0,True,,6
stage2,11707,8,4323,8.646,4068.0,4587.5,1020.0,1058.0,True,,7
stage2,11707,9,4852,9.704,4587.5,,1058.0,,False,edge_no_two_neighbors,-1
stage2,11906,0,93,0.186,,287.0,,776.0,False,edge_no_two_neighbors,-1
stage2,11906,1,481,0.962,287.0,672.5,776.0,766.0,True,,0
stage2,11906,2,864,1.728,672.5,1056.5,766.0,770.0,True,,1
stage2,11906,3,1249,2.498,1056.5,1436.0,770.0,748.0,True,,2
stage2,11906,4,1623,3.246,1436.0,1808.0,748.0,740.0,True,,3
stage2,11906,5,1993,3.986,1808.0,2181.0,740.0,752.0,True,,4
stage2,11906,6,2369,4.738,2181.0,2571.5,752.0,810.0,True,,5
stage2,11906,7,2774,5.548,2571.5,2971.0,810.0,788.0,True,,6
stage2,11906,8,3168,6.336,2971.0,3368.0,788.0,800.0,True,,7
stage2,11906,9,3568,7.136,3368.0,3763.0,800.0,780.0,True,,8
stage2,11906,10,3958,7.916,3763.0,4153.0,780.0,780.0,True,,9
stage2,11906,11,4348,8.696,4153.0,4545.5,780.0,790.0,True,,10
stage2,11906,12,4743,9.486,4545.5,,790.0,,False,edge_no_two_neighbors,-1
stage2,11920,0,104,0.208,,331.0,,908.0,False,edge_no_two_neighbors,-1
stage2,11920,1,558,1.116,331.0,785.5,908.0,910.0,True,,0
stage2,11920,2,1013,2.026,785.5,1240.5,910.0,910.0,True,,1
stage2,11920,3,1468,2.936,1240.5,1694.0,910.0,904.0,True,,2
stage2,11920,4,1920,3.84,1694.0,2145.0,904.0,900.0,True,,3
stage2,11920,5,2370,4.74,2145.0,2601.5,900.0,926.0,True,,4
stage2,11920,6,2833,5.666,2601.5,3059.0,926.0,904.0,True,,5
stage2,11920,7,3285,6.57,3059.0,3511.0,904.0,904.0,True,,6
stage2,11920,8,3737,7.474,3511.0,3965.0,904.0,912.0,True,,7
stage2,11920,9,4193,8.386,3965.0,4419.0,912.0,904.0,True,,8
stage2,11920,10,4645,9.29,4419.0,,904.0,,False,edge_no_two_neighbors,-1
stage2,11924,0,56,0.112,,268.0,,848.0,False,edge_no_two_neighbors,-1
stage2,11924,1,480,0.96,268.0,754.0,848.0,1096.0,True,,0
stage2,11924,2,1028,2.056,754.0,1296.0,1096.0,1072.0,True,,1
stage2,11924,3,1564,3.128,1296.0,1811.0,1072.0,988.0,True,,2
stage2,11924,4,2058,4.116,1811.0,2291.0,988.0,932.0,True,,3
stage2,11924,5,2524,5.048,2291.0,2765.0,932.0,964.0,True,,4
stage2,11924,6,3006,6.012,2765.0,3261.0,964.0,1020.0,True,,5
stage2,11924,7,3516,7.032,3261.0,3788.5,1020.0,1090.0,True,,6
stage2,11924,8,4061,8.122,3788.5,4333.0,1090.0,1088.0,True,,7
stage2,11924,9,4605,9.21,4333.0,,1088.0,,False,edge_no_two_neighbors,-1
stage2,11961,0,244,0.488,,429.0,,740.0,False,edge_no_two_neighbors,-1
stage2,11961,1,614,1.228,429.0,803.0,740.0,756.0,True,,0
stage2,11961,2,992,1.984,803.0,1177.0,756.0,740.0,True,,1
stage2,11961,3,1362,2.724,1177.0,1546.5,740.0,738.0,True,,2
stage2,11961,4,1731,3.462,1546.5,1920.5,738.0,758.0,True,,3
stage2,11961,5,2110,4.22,1920.5,2296.5,758.0,746.0,True,,4
stage2,11961,6,2483,4.966,2296.5,2667.0,746.0,736.0,True,,5
stage2,11961,7,2851,5.702,2667.0,3034.0,736.0,732.0,True,,6
stage2,11961,8,3217,6.434,3034.0,3393.5,732.0,706.0,True,,7
stage2,11961,9,3570,7.14,3393.5,3744.0,706.0,696.0,True,,8
stage2,11961,10,3918,7.836,3744.0,4094.5,696.0,706.0,True,,9
stage2,11961,11,4271,8.542,4094.5,4438.0,706.0,668.0,True,,10
stage2,11961,12,4605,9.21,4438.0,4766.5,668.0,646.0,True,,11
stage2,11961,13,4928,9.856,4766.5,,646.0,,False,edge_no_two_neighbors,-1
stage2,12064,0,43,0.086,,253.5,,842.0,False,edge_no_two_neighbors,-1
stage2,12064,1,464,0.928,253.5,680.5,842.0,866.0,True,,0
stage2,12064,2,897,1.794,680.5,1110.5,866.0,854.0,True,,1
stage2,12064,3,1324,2.648,1110.5,1539.5,854.0,862.0,True,,2
stage2,12064,4,1755,3.51,1539.5,1977.5,862.0,890.0,True,,3
stage2,12064,5,2200,4.4,1977.5,2418.5,890.0,874.0,True,,4
stage2,12064,6,2637,5.274,2418.5,2853.0,874.0,864.0,True,,5
stage2,12064,7,3069,6.138,2853.0,3281.0,864.0,848.0,True,,6
stage2,12064,8,3493,6.986,3281.0,3701.5,848.0,834.0,True,,7
stage2,12064,9,3910,7.82,3701.5,4126.0,834.0,864.0,True,,8
stage2,12064,10,4342,8.684,4126.0,4554.0,864.0,848.0,True,,9
stage2,12064,11,4766,9.532,4554.0,,848.0,,False,edge_no_two_neighbors,-1
stage2,12087,0,312,0.624,,518.5,,826.0,False,edge_no_two_neighbors,-1
stage2,12087,1,725,1.45,518.5,933.5,826.0,834.0,True,,0
stage2,12087,2,1142,2.284,933.5,1350.5,834.0,834.0,True,,1
stage2,12087,3,1559,3.118,1350.5,1767.5,834.0,834.0,True,,2
stage2,12087,4,1976,3.952,1767.5,2184.0,834.0,832.0,True,,3
stage2,12087,5,2392,4.784,2184.0,2601.5,832.0,838.0,True,,4
stage2,12087,6,2811,5.622,2601.5,3021.0,838.0,840.0,True,,5
stage2,12087,7,3231,6.462,3021.0,3441.0,840.0,840.0,True,,6
stage2,12087,8,3651,7.302,3441.0,3861.5,840.0,842.0,True,,7
stage2,12087,9,4072,8.144,3861.5,4279.5,842.0,830.0,True,,8
stage2,12087,10,4487,8.974,4279.5,4695.0,830.0,832.0,True,,9
stage2,12087,11,4903,9.806,4695.0,,832.0,,False,edge_no_two_neighbors,-1
stage2,12118,0,364,0.728,,655.0,,1164.0,False,edge_no_two_neighbors,-1
stage2,12118,1,946,1.892,655.0,1234.5,1164.0,1154.0,True,,0
stage2,12118,2,1523,3.046,1234.5,1799.5,1154.0,1106.0,True,,1
stage2,12118,3,2076,4.152,1799.5,2361.0,1106.0,1140.0,True,,2
stage2,12118,4,2646,5.292,2361.0,2932.0,1140.0,1144.0,True,,3
stage2,12118,5,3218,6.436,2932.0,3499.5,1144.0,1126.0,True,,4
stage2,12118,6,3781,7.562,3499.5,4052.5,1126.0,1086.0,True,,5
stage2,12118,7,4324,8.648,4052.5,4614.0,1086.0,1160.0,True,,6
stage2,12118,8,4904,9.808,4614.0,,1160.0,,False,edge_no_two_neighbors,-1
stage2,12255,0,31,0.062,,374.0,,1372.0,False,edge_no_two_neighbors,-1
stage2,12255,1,717,1.434,374.0,1079.5,1372.0,1450.0,True,,0
stage2,12255,2,1442,2.884,1079.5,1800.0,1450.0,1432.0,True,,1
stage2,12255,3,2158,4.316,1800.0,2488.5,1432.0,1322.0,True,,2
stage2,12255,4,2819,5.638,2488.5,3171.0,1322.0,1408.0,True,,3
stage2,12255,5,3523,7.046,3171.0,3891.0,1408.0,1472.0,True,,4
stage2,12255,6,4259,8.518,3891.0,4597.5,1472.0,1354.0,True,,5
stage2,12255,7,4936,9.872,4597.5,,1354.0,,False,edge_no_two_neighbors,-1
stage2,12320,0,39,0.078,,259.5,,882.0,False,edge_no_two_neighbors,-1
stage2,12320,1,480,0.96,259.5,706.5,882.0,906.0,True,,0
stage2,12320,2,933,1.866,706.5,1159.5,906.0,906.0,True,,1
stage2,12320,3,1386,2.772,1159.5,1608.5,906.0,890.0,True,,2
stage2,12320,4,1831,3.662,1608.5,2051.5,890.0,882.0,True,,3
stage2,12320,5,2272,4.544,2051.5,2477.0,882.0,820.0,True,,4
stage2,12320,6,2682,5.364,2477.0,2872.0,820.0,760.0,True,,5
stage2,12320,7,3062,6.124,2872.0,3256.0,760.0,776.0,True,,6
stage2,12320,8,3450,6.9,3256.0,3662.0,776.0,848.0,True,,7
stage2,12320,9,3874,7.748,3662.0,4114.0,848.0,960.0,True,,8
stage2,12320,10,4354,8.708,4114.0,4601.0,960.0,988.0,True,,9
stage2,12320,11,4848,9.696,4601.0,,988.0,,False,edge_no_two_neighbors,-1
stage2,12379,0,20,0.04,,285.5,,1062.0,False,edge_no_two_neighbors,-1
stage2,12379,1,551,1.102,285.5,809.5,1062.0,1034.0,True,,0
stage2,12379,2,1068,2.136,809.5,1344.5,1034.0,1106.0,True,,1
stage2,12379,3,1621,3.242,1344.5,1895.5,1106.0,1098.0,True,,2
stage2,12379,4,2170,4.34,1895.5,2430.5,1098.0,1042.0,True,,3
stage2,12379,5,2691,5.382,2430.5,2938.0,1042.0,988.0,True,,4
stage2,12379,6,3185,6.37,2938.0,3448.5,988.0,1054.0,True,,5
stage2,12379,7,3712,7.424,3448.5,3973.0,1054.0,1044.0,True,,6
stage2,12379,8,4234,8.468,3973.0,4510.5,1044.0,1106.0,True,,7
stage2,12379,9,4787,9.574,4510.5,,1106.0,,False,edge_no_two_neighbors,-1
stage2,12434,0,377,0.754,,593.0,,864.0,False,edge_no_two_neighbors,-1
stage2,12434,1,809,1.618,593.0,1026.5,864.0,870.0,True,,0
stage2,12434,2,1244,2.488,1026.5,1458.5,870.0,858.0,True,,1
stage2,12434,3,1673,3.346,1458.5,1886.0,858.0,852.0,True,,2
stage2,12434,4,2099,4.198,1886.0,2311.0,852.0,848.0,True,,3
stage2,12434,5,2523,5.046,2311.0,2739.0,848.0,864.0,True,,4
stage2,12434,6,2955,5.91,2739.0,3170.5,864.0,862.0,True,,5
stage2,12434,7,3386,6.772,3170.5,3600.5,862.0,858.0,True,,6
stage2,12434,8,3815,7.63,3600.5,4028.5,858.0,854.0,True,,7
stage2,12434,9,4242,8.484,4028.5,4459.5,854.0,870.0,True,,8
stage2,12434,10,4677,9.354,4459.5,,870.0,,False,edge_no_two_neighbors,-1
stage2,12628,0,406,0.812,,632.0,,904.0,False,edge_no_two_neighbors,-1
stage2,12628,1,858,1.716,632.0,1121.5,904.0,1054.0,True,,0
stage2,12628,2,1385,2.77,1121.5,1614.5,1054.0,918.0,True,,1
stage2,12628,3,1844,3.688,1614.5,2075.0,918.0,924.0,True,,2
stage2,12628,4,2306,4.612,2075.0,2547.0,924.0,964.0,True,,3
stage2,12628,5,2788,5.576,2547.0,3023.0,964.0,940.0,True,,4
stage2,12628,6,3258,6.516,3023.0,3496.5,940.0,954.0,True,,5
stage2,12628,7,3735,7.47,3496.5,3993.5,954.0,1034.0,True,,6
stage2,12628,8,4252,8.504,3993.5,4494.0,1034.0,968.0,True,,7
stage2,12628,9,4736,9.472,4494.0,,968.0,,False,edge_no_two_neighbors,-1
stage2,12663,0,152,0.304,,367.0,,860.0,False,edge_no_two_neighbors,-1
stage2,12663,1,582,1.164,367.0,779.5,860.0,790.0,True,,0
stage2,12663,2,977,1.954,779.5,1186.5,790.0,838.0,True,,1
stage2,12663,3,1396,2.792,1186.5,1617.5,838.0,886.0,True,,2
stage2,12663,4,1839,3.678,1617.5,2067.5,886.0,914.0,True,,3
stage2,12663,5,2296,4.592,2067.5,2545.0,914.0,996.0,True,,4
stage2,12663,6,2794,5.588,2545.0,3021.5,996.0,910.0,True,,5
stage2,12663,7,3249,6.498,3021.5,3447.0,910.0,792.0,True,,6
stage2,12663,8,3645,7.29,3447.0,3889.0,792.0,976.0,True,,7
stage2,12663,9,4133,8.266,3889.0,4384.0,976.0,1004.0,True,,8
stage2,12663,10,4635,9.27,4384.0,,1004.0,,False,edge_no_two_neighbors,-1
