stage,seed,ecg_id,valid_position,vector_origin
stage2,7004,11961,11,5
stage2,7005,11961,0,8
stage2,7005,11961,1,1
stage2,7005,11961,2,0
stage2,7005,11961,3,2
stage2,7005,11961,4,9
stage2,7005,11961,5,4
stage2,7005,11961,6,6
stage2,7005,11961,7,3
stage2,7005,11961,8,7
stage2,7005,11961,9,11
stage2,7005,11961,10,10
stage2,7005,11961,11,5
stage2,0,12064,0,0
stage2,0,12064,1,1
stage2,0,12064,2,2
stage2,0,12064,3,3
stage2,0,12064,4,4
stage2,0,12064,5,5
stage2,0,12064,6,6
stage2,0,12064,7,7
stage2,0,12064,8,8
stage2,0,12064,9,9
stage2,7001,12064,0,8
stage2,7001,12064,1,6
stage2,7001,12064,2,2
stage2,7001,12064,3,0
stage2,7001,12064,4,7
stage2,7001,12064,5,5
stage2,7001,12064,6,3
stage2,7001,12064,7,9
stage2,7001,12064,8,1
stage2,7001,12064,9,4
stage2,7002,12064,0,7
stage2,7002,12064,1,8
stage2,7002,12064,2,9
stage2,7002,12064,3,2
stage2,7002,12064,4,3
stage2,7002,12064,5,4
stage2,7002,12064,6,1
stage2,7002,12064,7,5
stage2,7002,12064,8,0
stage2,7002,12064,9,6
stage2,7003,12064,0,7
stage2,7003,12064,1,6
stage2,7003,12064,2,3
stage2,7003,12064,3,8
stage2,7003,12064,4,4
stage2,7003,12064,5,2
stage2,7003,12064,6,0
stage2,7003,12064,7,1
stage2,7003,12064,8,9
stage2,7003,12064,9,5
stage2,7004,12064,0,6
stage2,7004,12064,1,8
stage2,7004,12064,2,2
stage2,7004,12064,3,5
stage2,7004,12064,4,3
stage2,7004,12064,5,7
stage2,7004,12064,6,1
stage2,7004,12064,7,4
stage2,7004,12064,8,0
stage2,7004,12064,9,9
stage2,7005,12064,0,2
stage2,7005,12064,1,4
stage2,7005,12064,2,9
stage2,7005,12064,3,8
stage2,7005,12064,4,6
stage2,7005,12064,5,0
stage2,7005,12064,6,5
stage2,7005,12064,7,1
stage2,7005,12064,8,7
stage2,7005,12064,9,3
stage2,0,12087,0,0
stage2,0,12087,1,1
stage2,0,12087,2,2
stage2,0,12087,3,3
stage2,0,12087,4,4
stage2,0,12087,5,5
stage2,0,12087,6,6
stage2,0,12087,7,7
stage2,0,12087,8,8
stage2,0,12087,9,9
stage2,7001,12087,0,8
stage2,7001,12087,1,3
stage2,7001,12087,2,0
stage2,7001,12087,3,1
stage2,7001,12087,4,9
stage2,7001,12087,5,7
stage2,7001,12087,6,2
stage2,7001,12087,7,4
stage2,7001,12087,8,6
stage2,7001,12087,9,5
stage2,7002,12087,0,3
stage2,7002,12087,1,4
stage2,7002,12087,2,8
stage2,7002,12087,3,1
stage2,7002,12087,4,0
stage2,7002,12087,5,9
stage2,7002,12087,6,2
stage2,7002,12087,7,5
stage2,7002,12087,8,7
stage2,7002,12087,9,6
stage2,7003,12087,0,2
stage2,7003,12087,1,1
stage2,7003,12087,2,9
stage2,7003,12087,3,8
stage2,7003,12087,4,5
stage2,7003,12087,5,0
stage2,7003,12087,6,7
stage2,7003,12087,7,4
stage2,7003,12087,8,3
stage2,7003,12087,9,6
stage2,7004,12087,0,9
stage2,7004,12087,1,8
stage2,7004,12087,2,6
stage2,7004,12087,3,3
stage2,7004,12087,4,4
stage2,7004,12087,5,0
stage2,7004,12087,6,7
stage2,7004,12087,7,5
stage2,7004,12087,8,2
stage2,7004,12087,9,1
stage2,7005,12087,0,9
stage2,7005,12087,1,4
stage2,7005,12087,2,8
stage2,7005,12087,3,1
stage2,7005,12087,4,6
stage2,7005,12087,5,3
stage2,7005,12087,6,0
stage2,7005,12087,7,2
stage2,7005,12087,8,7
stage2,7005,12087,9,5
stage2,0,12118,0,0
stage2,0,12118,1,1
stage2,0,12118,2,2
stage2,0,12118,3,3
stage2,0,12118,4,4
stage2,0,12118,5,5
stage2,0,12118,6,6
stage2,7001,12118,0,2
stage2,7001,12118,1,1
stage2,7001,12118,2,5
stage2,7001,12118,3,6
stage2,7001,12118,4,0
stage2,7001,12118,5,3
stage2,7001,12118,6,4
stage2,7002,12118,0,2
stage2,7002,12118,1,5
stage2,7002,12118,2,3
stage2,7002,12118,3,6
stage2,7002,12118,4,4
stage2,7002,12118,5,0
stage2,7002,12118,6,1
stage2,7003,12118,0,0
stage2,7003,12118,1,4
stage2,7003,12118,2,1
stage2,7003,12118,3,2
stage2,7003,12118,4,5
stage2,7003,12118,5,3
stage2,7003,12118,6,6
stage2,7004,12118,0,4
stage2,7004,12118,1,0
stage2,7004,12118,2,5
stage2,7004,12118,3,2
stage2,7004,12118,4,6
stage2,7004,12118,5,1
stage2,7004,12118,6,3
stage2,7005,12118,0,1
stage2,7005,12118,1,5
stage2,7005,12118,2,2
stage2,7005,12118,3,6
stage2,7005,12118,4,0
stage2,7005,12118,5,3
stage2,7005,12118,6,4
stage2,0,12255,0,0
stage2,0,12255,1,1
stage2,0,12255,2,2
stage2,0,12255,3,3
stage2,0,12255,4,4
stage2,0,12255,5,5
stage2,7001,12255,0,3
stage2,7001,12255,1,2
stage2,7001,12255,2,5
stage2,7001,12255,3,1
stage2,7001,12255,4,4
stage2,7001,12255,5,0
stage2,7002,12255,0,3
stage2,7002,12255,1,1
stage2,7002,12255,2,4
stage2,7002,12255,3,2
stage2,7002,12255,4,0
stage2,7002,12255,5,5
stage2,7003,12255,0,4
stage2,7003,12255,1,0
stage2,7003,12255,2,5
stage2,7003,12255,3,2
stage2,7003,12255,4,3
stage2,7003,12255,5,1
stage2,7004,12255,0,3
stage2,7004,12255,1,0
stage2,7004,12255,2,2
stage2,7004,12255,3,5
stage2,7004,12255,4,1
stage2,7004,12255,5,4
stage2,7005,12255,0,0
stage2,7005,12255,1,4
stage2,7005,12255,2,1
stage2,7005,12255,3,5
stage2,7005,12255,4,2
stage2,7005,12255,5,3
stage2,0,12320,0,0
stage2,0,12320,1,1
stage2,0,12320,2,2
stage2,0,12320,3,3
stage2,0,12320,4,4
stage2,0,12320,5,5
stage2,0,12320,6,6
stage2,0,12320,7,7
stage2,0,12320,8,8
stage2,0,12320,9,9
stage2,7001,12320,0,6
stage2,7001,12320,1,4
stage2,7001,12320,2,7
stage2,7001,12320,3,9
stage2,7001,12320,4,2
stage2,7001,12320,5,5
stage2,7001,12320,6,3
stage2,7001,12320,7,1
stage2,7001,12320,8,8
stage2,7001,12320,9,0
stage2,7002,12320,0,2
stage2,7002,12320,1,8
stage2,7002,12320,2,9
stage2,7002,12320,3,1
stage2,7002,12320,4,7
stage2,7002,12320,5,6
stage2,7002,12320,6,5
stage2,7002,12320,7,3
stage2,7002,12320,8,4
stage2,7002,12320,9,0
stage2,7003,12320,0,9
stage2,7003,12320,1,1
stage2,7003,12320,2,8
stage2,7003,12320,3,2
stage2,7003,12320,4,6
stage2,7003,12320,5,7
stage2,7003,12320,6,3
stage2,7003,12320,7,4
stage2,7003,12320,8,5
stage2,7003,12320,9,0
stage2,7004,12320,0,2
stage2,7004,12320,1,8
stage2,7004,12320,2,4
stage2,7004,12320,3,5
stage2,7004,12320,4,3
stage2,7004,12320,5,9
stage2,7004,12320,6,6
stage2,7004,12320,7,7
stage2,7004,12320,8,1
stage2,7004,12320,9,0
stage2,7005,12320,0,2
stage2,7005,12320,1,5
stage2,7005,12320,2,0
stage2,7005,12320,3,4
stage2,7005,12320,4,3
stage2,7005,12320,5,6
stage2,7005,12320,6,9
stage2,7005,12320,7,1
stage2,7005,12320,8,8
stage2,7005,12320,9,7
stage2,0,12379,0,0
stage2,0,12379,1,1
stage2,0,12379,2,2
stage2,0,12379,3,3
stage2,0,12379,4,4
stage2,0,12379,5,5
stage2,0,12379,6,6
stage2,0,12379,7,7
stage2,7001,12379,0,6
stage2,7001,12379,1,2
stage2,7001,12379,2,3
stage2,7001,12379,3,7
stage2,7001,12379,4,1
stage2,7001,12379,5,5
stage2,7001,12379,6,4
stage2,7001,12379,7,0
stage2,7002,12379,0,0
stage2,7002,12379,1,3
stage2,7002,12379,2,6
stage2,7002,12379,3,5
stage2,7002,12379,4,7
stage2,7002,12379,5,2
stage2,7002,12379,6,4
stage2,7002,12379,7,1
stage2,7003,12379,0,7
stage2,7003,12379,1,1
stage2,7003,12379,2,5
stage2,7003,12379,3,6
stage2,7003,12379,4,4
stage2,7003,12379,5,0
stage2,7003,12379,6,3
stage2,7003,12379,7,2
stage2,7004,12379,0,5
stage2,7004,12379,1,2
stage2,7004,12379,2,6
stage2,7004,12379,3,4
stage2,7004,12379,4,0
stage2,7004,12379,5,1
stage2,7004,12379,6,7
stage2,7004,12379,7,3
stage2,7005,12379,0,4
stage2,7005,12379,1,3
stage2,7005,12379,2,1
stage2,7005,12379,3,7
stage2,7005,12379,4,0
stage2,7005,12379,5,5
stage2,7005,12379,6,2
stage2,7005,12379,7,6
stage2,0,12434,0,0
stage2,0,12434,1,1
stage2,0,12434,2,2
stage2,0,12434,3,3
stage2,0,12434,4,4
stage2,0,12434,5,5
stage2,0,12434,6,6
stage2,0,12434,7,7
stage2,0,12434,8,8
stage2,7001,12434,0,4
stage2,7001,12434,1,1
stage2,7001,12434,2,8
stage2,7001,12434,3,7
stage2,7001,12434,4,2
stage2,7001,12434,5,3
stage2,7001,12434,6,6
stage2,7001,12434,7,0
stage2,7001,12434,8,5
stage2,7002,12434,0,2
stage2,7002,12434,1,3
stage2,7002,12434,2,6
stage2,7002,12434,3,8
stage2,7002,12434,4,5
stage2,7002,12434,5,0
stage2,7002,12434,6,4
stage2,7002,12434,7,7
stage2,7002,12434,8,1
stage2,7003,12434,0,5
stage2,7003,12434,1,8
stage2,7003,12434,2,4
stage2,7003,12434,3,7
stage2,7003,12434,4,6
stage2,7003,12434,5,2
stage2,7003,12434,6,0
stage2,7003,12434,7,1
stage2,7003,12434,8,3
stage2,7004,12434,0,8
stage2,7004,12434,1,0
stage2,7004,12434,2,1
stage2,7004,12434,3,7
stage2,7004,12434,4,4
stage2,7004,12434,5,5
stage2,7004,12434,6,3
stage2,7004,12434,7,2
stage2,7004,12434,8,6
stage2,7005,12434,0,8
stage2,7005,12434,1,3
stage2,7005,12434,2,5
stage2,7005,12434,3,2
stage2,7005,12434,4,4
stage2,7005,12434,5,1
stage2,7005,12434,6,6
stage2,7005,12434,7,7
stage2,7005,12434,8,0
stage2,0,12628,0,0
stage2,0,12628,1,1
stage2,0,12628,2,2
stage2,0,12628,3,3
stage2,0,12628,4,4
stage2,0,12628,5,5
stage2,0,12628,6,6
stage2,0,12628,7,7
stage2,7001,12628,0,3
stage2,7001,12628,1,0
stage2,7001,12628,2,6
stage2,7001,12628,3,2
stage2,7001,12628,4,4
stage2,7001,12628,5,5
stage2,7001,12628,6,1
stage2,7001,12628,7,7
stage2,7002,12628,0,2
stage2,7002,12628,1,3
stage2,7002,12628,2,1
stage2,7002,12628,3,4
stage2,7002,12628,4,6
stage2,7002,12628,5,7
stage2,7002,12628,6,5
stage2,7002,12628,7,0
stage2,7003,12628,0,0
stage2,7003,12628,1,4
stage2,7003,12628,2,3
stage2,7003,12628,3,6
stage2,7003,12628,4,2
stage2,7003,12628,5,1
stage2,7003,12628,6,7
stage2,7003,12628,7,5
stage2,7004,12628,0,5
stage2,7004,12628,1,7
stage2,7004,12628,2,2
stage2,7004,12628,3,0
stage2,7004,12628,4,1
stage2,7004,12628,5,4
stage2,7004,12628,6,3
stage2,7004,12628,7,6
stage2,7005,12628,0,1
stage2,7005,12628,1,6
stage2,7005,12628,2,5
stage2,7005,12628,3,7
stage2,7005,12628,4,2
stage2,7005,12628,5,4
stage2,7005,12628,6,3
stage2,7005,12628,7,0
stage2,0,12663,0,0
stage2,0,12663,1,1
stage2,0,12663,2,2
stage2,0,12663,3,3
stage2,0,12663,4,4
stage2,0,12663,5,5
stage2,0,12663,6,6
stage2,0,12663,7,7
stage2,0,12663,8,8
stage2,7001,12663,0,3
stage2,7001,12663,1,5
stage2,7001,12663,2,8
stage2,7001,12663,3,6
stage2,7001,12663,4,7
stage2,7001,12663,5,0
stage2,7001,12663,6,2
stage2,7001,12663,7,4
stage2,7001,12663,8,1
stage2,7002,12663,0,7
stage2,7002,12663,1,2
stage2,7002,12663,2,3
stage2,7002,12663,3,8
stage2,7002,12663,4,6
stage2,7002,12663,5,1
stage2,7002,12663,6,5
stage2,7002,12663,7,0
stage2,7002,12663,8,4
stage2,7003,12663,0,2
stage2,7003,12663,1,6
stage2,7003,12663,2,3
stage2,7003,12663,3,1
stage2,7003,12663,4,8
stage2,7003,12663,5,7
stage2,7003,12663,6,0
stage2,7003,12663,7,5
stage2,7003,12663,8,4
stage2,7004,12663,0,6
stage2,7004,12663,1,4
stage2,7004,12663,2,1
stage2,7004,12663,3,3
stage2,7004,12663,4,8
stage2,7004,12663,5,0
stage2,7004,12663,6,5
stage2,7004,12663,7,7
stage2,7004,12663,8,2
stage2,7005,12663,0,8
stage2,7005,12663,1,5
stage2,7005,12663,2,2
stage2,7005,12663,3,7
stage2,7005,12663,4,0
stage2,7005,12663,5,6
stage2,7005,12663,6,3
stage2,7005,12663,7,1
stage2,7005,12663,8,4
stage2,0,12706,0,0
stage2,0,12706,1,1
stage2,0,12706,2,2
stage2,0,12706,3,3
stage2,0,12706,4,4
stage2,0,12706,5,5
stage2,0,12706,6,6
stage2,0,12706,7,7
stage2,0,12706,8,8
stage2,7001,12706,0,3
stage2,7001,12706,1,6
stage2,7001,12706,2,8
stage2,7001,12706,3,4
stage2,7001,12706,4,5
stage2,7001,12706,5,2
stage2,7001,12706,6,7
stage2,7001,12706,7,1
stage2,7001,12706,8,0
stage2,7002,12706,0,2
stage2,7002,12706,1,0
stage2,7002,12706,2,4
stage2,7002,12706,3,5
stage2,7002,12706,4,7
stage2,7002,12706,5,6
stage2,7002,12706,6,3
stage2,7002,12706,7,8
stage2,7002,12706,8,1
stage2,7003,12706,0,0
stage2,7003,12706,1,8
stage2,7003,12706,2,5
stage2,7003,12706,3,4
stage2,7003,12706,4,6
stage2,7003,12706,5,7
stage2,7003,12706,6,3
stage2,7003,12706,7,1
stage2,7003,12706,8,2
stage2,7004,12706,0,3
stage2,7004,12706,1,6
stage2,7004,12706,2,1
stage2,7004,12706,3,0
stage2,7004,12706,4,2
stage2,7004,12706,5,8
stage2,7004,12706,6,5
stage2,7004,12706,7,7
stage2,7004,12706,8,4
stage2,7005,12706,0,3
stage2,7005,12706,1,4
stage2,7005,12706,2,8
stage2,7005,12706,3,6
stage2,7005,12706,4,2
stage2,7005,12706,5,5
stage2,7005,12706,6,1
stage2,7005,12706,7,0
stage2,7005,12706,8,7
stage2,0,12736,0,0
stage2,0,12736,1,1
stage2,0,12736,2,2
stage2,0,12736,3,3
stage2,0,12736,4,4
stage2,0,12736,5,5
stage2,0,12736,6,6
stage2,0,12736,7,7
stage2,0,12736,8,8
stage2,0,12736,9,9
stage2,0,12736,10,10
stage2,7001,12736,0,8
stage2,7001,12736,1,10
stage2,7001,12736,2,5
stage2,7001,12736,3,0
stage2,7001,12736,4,2
stage2,7001,12736,5,1
stage2,7001,12736,6,7
stage2,7001,12736,7,3
stage2,7001,12736,8,9
stage2,7001,12736,9,6
stage2,7001,12736,10,4
stage2,7002,12736,0,0
stage2,7002,12736,1,1
stage2,7002,12736,2,8
stage2,7002,12736,3,9
stage2,7002,12736,4,2
stage2,7002,12736,5,6
stage2,7002,12736,6,3
stage2,7002,12736,7,10
stage2,7002,12736,8,5
stage2,7002,12736,9,7
stage2,7002,12736,10,4
stage2,7003,12736,0,8
stage2,7003,12736,1,6
stage2,7003,12736,2,7
stage2,7003,12736,3,3
stage2,7003,12736,4,1
stage2,7003,12736,5,0
stage2,7003,12736,6,2
stage2,7003,12736,7,9
stage2,7003,12736,8,10
stage2,7003,12736,9,4
stage2,7003,12736,10,5
stage2,7004,12736,0,0
stage2,7004,12736,1,6
stage2,7004,12736,2,10
stage2,7004,12736,3,4
stage2,7004,12736,4,8
stage2,7004,12736,5,1
stage2,7004,12736,6,9
stage2,7004,12736,7,5
stage2,7004,12736,8,7
stage2,7004,12736,9,3
stage2,7004,12736,10,2
stage2,7005,12736,0,4
stage2,7005,12736,1,1
stage2,7005,12736,2,6
stage2,7005,12736,3,8
stage2,7005,12736,4,9
stage2,7005,12736,5,2
stage2,7005,12736,6,10
stage2,7005,12736,7,0
stage2,7005,12736,8,7
stage2,7005,12736,9,3
stage2,7005,12736,10,5
stage2,0,12781,0,0
stage2,0,12781,1,1
stage2,0,12781,2,2
stage2,0,12781,3,3
stage2,0,12781,4,4
stage2,0,12781,5,5
stage2,0,12781,6,6
stage2,0,12781,7,7
stage2,7001,12781,0,6
stage2,7001,12781,1,0
stage2,7001,12781,2,7
stage2,7001,12781,3,5
stage2,7001,12781,4,3
stage2,7001,12781,5,4
stage2,7001,12781,6,2
stage2,7001,12781,7,1
stage2,7002,12781,0,6
stage2,7002,12781,1,5
stage2,7002,12781,2,3
stage2,7002,12781,3,1
stage2,7002,12781,4,4
stage2,7002,12781,5,2
stage2,7002,12781,6,7
stage2,7002,12781,7,0
stage2,7003,12781,0,2
stage2,7003,12781,1,7
stage2,7003,12781,2,0
stage2,7003,12781,3,3
stage2,7003,12781,4,4
stage2,7003,12781,5,1
stage2,7003,12781,6,5
stage2,7003,12781,7,6
stage2,7004,12781,0,7
stage2,7004,12781,1,5
stage2,7004,12781,2,2
stage2,7004,12781,3,1
stage2,7004,12781,4,0
stage2,7004,12781,5,4
stage2,7004,12781,6,3
stage2,7004,12781,7,6
stage2,7005,12781,0,5
stage2,7005,12781,1,1
stage2,7005,12781,2,2
stage2,7005,12781,3,6
stage2,7005,12781,4,3
stage2,7005,12781,5,7
stage2,7005,12781,6,0
stage2,7005,12781,7,4
stage2,0,12840,0,0
stage2,0,12840,1,1
stage2,0,12840,2,2
stage2,0,12840,3,3
stage2,0,12840,4,4
stage2,0,12840,5,5
stage2,0,12840,6,6
stage2,0,12840,7,7
stage2,7001,12840,0,6
stage2,7001,12840,1,7
stage2,7001,12840,2,5
stage2,7001,12840,3,4
stage2,7001,12840,4,2
stage2,7001,12840,5,1
stage2,7001,12840,6,0
stage2,7001,12840,7,3
stage2,7002,12840,0,4
stage2,7002,12840,1,7
stage2,7002,12840,2,0
stage2,7002,12840,3,2
stage2,7002,12840,4,1
stage2,7002,12840,5,3
stage2,7002,12840,6,6
stage2,7002,12840,7,5
stage2,7003,12840,0,7
stage2,7003,12840,1,5
stage2,7003,12840,2,2
stage2,7003,12840,3,1
stage2,7003,12840,4,4
stage2,7003,12840,5,3
stage2,7003,12840,6,0
stage2,7003,12840,7,6
stage2,7004,12840,0,0
stage2,7004,12840,1,3
stage2,7004,12840,2,1
stage2,7004,12840,3,5
stage2,7004,12840,4,4
stage2,7004,12840,5,7
stage2,7004,12840,6,2
stage2,7004,12840,7,6
stage2,7005,12840,0,2
stage2,7005,12840,1,1
stage2,7005,12840,2,5
stage2,7005,12840,3,6
stage2,7005,12840,4,4
stage2,7005,12840,5,7
stage2,7005,12840,6,3
stage2,7005,12840,7,0
stage2,0,12845,0,0
stage2,0,12845,1,1
stage2,0,12845,2,2
stage2,0,12845,3,3
stage2,0,12845,4,4
stage2,0,12845,5,5
stage2,0,12845,6,6
stage2,0,12845,7,7
stage2,0,12845,8,8
stage2,0,12845,9,9
stage2,7001,12845,0,4
stage2,7001,12845,1,9
stage2,7001,12845,2,2
stage2,7001,12845,3,0
stage2,7001,12845,4,6
stage2,7001,12845,5,3
stage2,7001,12845,6,5
stage2,7001,12845,7,8
stage2,7001,12845,8,7
stage2,7001,12845,9,1
stage2,7002,12845,0,8
stage2,7002,12845,1,9
stage2,7002,12845,2,2
stage2,7002,12845,3,0
stage2,7002,12845,4,6
stage2,7002,12845,5,1
stage2,7002,12845,6,4
stage2,7002,12845,7,7
stage2,7002,12845,8,3
stage2,7002,12845,9,5
stage2,7003,12845,0,7
stage2,7003,12845,1,0
stage2,7003,12845,2,5
stage2,7003,12845,3,8
stage2,7003,12845,4,2
stage2,7003,12845,5,4
stage2,7003,12845,6,6
stage2,7003,12845,7,9
stage2,7003,12845,8,1
stage2,7003,12845,9,3
stage2,7004,12845,0,5
stage2,7004,12845,1,7
stage2,7004,12845,2,0
stage2,7004,12845,3,9
stage2,7004,12845,4,1
stage2,7004,12845,5,2
stage2,7004,12845,6,4
stage2,7004,12845,7,3
stage2,7004,12845,8,8
stage2,7004,12845,9,6
stage2,7005,12845,0,6
stage2,7005,12845,1,5
stage2,7005,12845,2,3
stage2,7005,12845,3,4
stage2,7005,12845,4,1
stage2,7005,12845,5,2
stage2,7005,12845,6,8
stage2,7005,12845,7,9
stage2,7005,12845,8,0
stage2,7005,12845,9,7
stage2,0,12884,0,0
stage2,0,12884,1,1
stage2,0,12884,2,2
stage2,0,12884,3,3
stage2,0,12884,4,4
stage2,0,12884,5,5
stage2,0,12884,6,6
stage2,0,12884,7,7
stage2,7001,12884,0,7
stage2,7001,12884,1,0
stage2,7001,12884,2,4
stage2,7001,12884,3,5
stage2,7001,12884,4,2
stage2,7001,12884,5,1
stage2,7001,12884,6,6
stage2,7001,12884,7,3
stage2,7002,12884,0,1
stage2,7002,12884,1,3
stage2,7002,12884,2,2
stage2,7002,12884,3,7
stage2,7002,12884,4,4
stage2,7002,12884,5,6
stage2,7002,12884,6,0
stage2,7002,12884,7,5
stage2,7003,12884,0,3
stage2,7003,12884,1,1
stage2,7003,12884,2,7
stage2,7003,12884,3,6
stage2,7003,12884,4,4
stage2,7003,12884,5,2
stage2,7003,12884,6,0
stage2,7003,12884,7,5
stage2,7004,12884,0,7
stage2,7004,12884,1,2
stage2,7004,12884,2,3
stage2,7004,12884,3,1
stage2,7004,12884,4,5
stage2,7004,12884,5,0
stage2,7004,12884,6,4
stage2,7004,12884,7,6
stage2,7005,12884,0,7
stage2,7005,12884,1,6
stage2,7005,12884,2,3
stage2,7005,12884,3,0
stage2,7005,12884,4,1
stage2,7005,12884,5,5
stage2,7005,12884,6,2
stage2,7005,12884,7,4
stage2,0,12887,0,0
stage2,0,12887,1,1
stage2,0,12887,2,2
stage2,0,12887,3,3
stage2,0,12887,4,4
stage2,0,12887,5,5
stage2,0,12887,6,6
stage2,0,12887,7,7
stage2,0,12887,8,8
stage2,0,12887,9,9
stage2,0,12887,10,10
stage2,0,12887,11,11
stage2,7001,12887,0,2
stage2,7001,12887,1,10
stage2,7001,12887,2,7
stage2,7001,12887,3,6
stage2,7001,12887,4,3
stage2,7001,12887,5,8
stage2,7001,12887,6,4
stage2,7001,12887,7,1
stage2,7001,12887,8,9
stage2,7001,12887,9,5
stage2,7001,12887,10,0
stage2,7001,12887,11,11
stage2,7002,12887,0,1
stage2,7002,12887,1,6
stage2,7002,12887,2,0
stage2,7002,12887,3,7
stage2,7002,12887,4,3
stage2,7002,12887,5,11
stage2,7002,12887,6,10
stage2,7002,12887,7,5
stage2,7002,12887,8,4
stage2,7002,12887,9,8
stage2,7002,12887,10,2
stage2,7002,12887,11,9
stage2,7003,12887,0,7
stage2,7003,12887,1,3
stage2,7003,12887,2,2
stage2,7003,12887,3,0
stage2,7003,12887,4,11
stage2,7003,12887,5,1
stage2,7003,12887,6,5
stage2,7003,12887,7,10
stage2,7003,12887,8,4
stage2,7003,12887,9,8
stage2,7003,12887,10,6
stage2,7003,12887,11,9
stage2,7004,12887,0,11
stage2,7004,12887,1,10
stage2,7004,12887,2,8
stage2,7004,12887,3,5
stage2,7004,12887,4,3
stage2,7004,12887,5,6
stage2,7004,12887,6,4
stage2,7004,12887,7,9
stage2,7004,12887,8,0
stage2,7004,12887,9,1
stage2,7004,12887,10,7
stage2,7004,12887,11,2
stage2,7005,12887,0,9
stage2,7005,12887,1,0
stage2,7005,12887,2,2
stage2,7005,12887,3,6
stage2,7005,12887,4,3
stage2,7005,12887,5,8
stage2,7005,12887,6,4
stage2,7005,12887,7,10
stage2,7005,12887,8,5
stage2,7005,12887,9,11
stage2,7005,12887,10,7
stage2,7005,12887,11,1
stage2,0,12904,0,0
stage2,0,12904,1,1
stage2,0,12904,2,2
stage2,0,12904,3,3
stage2,0,12904,4,4
stage2,0,12904,5,5
stage2,0,12904,6,6
stage2,0,12904,7,7
stage2,0,12904,8,8
stage2,0,12904,9,9
stage2,0,12904,10,10
stage2,0,12904,11,11
stage2,0,12904,12,12
stage2,0,12904,13,13
stage2,0,12904,14,14
stage2,0,12904,15,15
stage2,7001,12904,0,2
stage2,7001,12904,1,6
stage2,7001,12904,2,14
stage2,7001,12904,3,7
stage2,7001,12904,4,11
stage2,7001,12904,5,13
stage2,7001,12904,6,10
stage2,7001,12904,7,1
stage2,7001,12904,8,3
stage2,7001,12904,9,0
stage2,7001,12904,10,15
stage2,7001,12904,11,4
stage2,7001,12904,12,5
stage2,7001,12904,13,12
stage2,7001,12904,14,8
stage2,7001,12904,15,9
stage2,7002,12904,0,4
stage2,7002,12904,1,9
stage2,7002,12904,2,11
stage2,7002,12904,3,10
stage2,7002,12904,4,1
stage2,7002,12904,5,2
stage2,7002,12904,6,13
stage2,7002,12904,7,15
stage2,7002,12904,8,0
stage2,7002,12904,9,5
stage2,7002,12904,10,6
stage2,7002,12904,11,12
stage2,7002,12904,12,7
stage2,7002,12904,13,14
stage2,7002,12904,14,3
stage2,7002,12904,15,8
stage2,7003,12904,0,9
stage2,7003,12904,1,12
stage2,7003,12904,2,14
stage2,7003,12904,3,13
stage2,7003,12904,4,7
stage2,7003,12904,5,11
stage2,7003,12904,6,5
stage2,7003,12904,7,8
stage2,7003,12904,8,10
stage2,7003,12904,9,3
stage2,7003,12904,10,2
stage2,7003,12904,11,6
stage2,7003,12904,12,15
stage2,7003,12904,13,1
stage2,7003,12904,14,0
stage2,7003,12904,15,4
stage2,7004,12904,0,4
stage2,7004,12904,1,8
stage2,7004,12904,2,14
stage2,7004,12904,3,5
stage2,7004,12904,4,10
stage2,7004,12904,5,7
stage2,7004,12904,6,2
stage2,7004,12904,7,1
stage2,7004,12904,8,12
stage2,7004,12904,9,13
stage2,7004,12904,10,9
stage2,7004,12904,11,15
stage2,7004,12904,12,6
stage2,7004,12904,13,11
stage2,7004,12904,14,0
stage2,7004,12904,15,3
stage2,7005,12904,0,12
stage2,7005,12904,1,2
stage2,7005,12904,2,10
stage2,7005,12904,3,4
stage2,7005,12904,4,7
stage2,7005,12904,5,15
stage2,7005,12904,6,3
stage2,7005,12904,7,11
stage2,7005,12904,8,13
stage2,7005,12904,9,1
stage2,7005,12904,10,14
stage2,7005,12904,11,8
stage2,7005,12904,12,6
stage2,7005,12904,13,0
stage2,7005,12904,14,5
stage2,7005,12904,15,9
stage2,0,12954,0,0
stage2,0,12954,1,1
stage2,0,12954,2,2
stage2,0,12954,3,3
stage2,0,12954,4,4
stage2,0,12954,5,5
stage2,0,12954,6,6
stage2,0,12954,7,7
stage2,0,12954,8,8
stage2,0,12954,9,9
stage2,7001,12954,0,5
stage2,7001,12954,1,1
stage2,7001,12954,2,9
stage2,7001,12954,3,8
stage2,7001,12954,4,4
stage2,7001,12954,5,7
stage2,7001,12954,6,3
stage2,7001,12954,7,0
stage2,7001,12954,8,6
stage2,7001,12954,9,2
stage2,7002,12954,0,0
stage2,7002,12954,1,1
stage2,7002,12954,2,7
stage2,7002,12954,3,9
stage2,7002,12954,4,4
stage2,7002,12954,5,5
stage2,7002,12954,6,3
stage2,7002,12954,7,2
stage2,7002,12954,8,6
stage2,7002,12954,9,8
stage2,7003,12954,0,1
stage2,7003,12954,1,7
stage2,7003,12954,2,9
stage2,7003,12954,3,5
stage2,7003,12954,4,4
stage2,7003,12954,5,0
stage2,7003,12954,6,6
stage2,7003,12954,7,3
stage2,7003,12954,8,8
stage2,7003,12954,9,2
stage2,7004,12954,0,7
stage2,7004,12954,1,9
stage2,7004,12954,2,8
